recorded;RADON_SHORT_TERM_AVG pCi/L;PM2_5 μg/m3;CO2 ppm;HUMIDITY %;TEMP °F;VOC ppb;PRESSURE inHg;PM1 μg/m3
2024-11-12T11:00:56;;0.00;;;;67.00;29.52;0.00
2024-11-12T11:05:49;;;453.00;33.98;69.44;;;
2024-11-12T11:05:51;;;;;;52.00;29.52;
2024-11-12T11:10:54;0.14;;;;;;;
2024-11-12T11:10:56;;;435.00;33.76;69.44;;;
2024-11-12T11:10:58;;0.00;;;;67.00;29.53;0.00
2024-11-12T11:15:51;;;441.00;33.63;69.42;;;
2024-11-12T11:15:53;;;;;;50.00;29.53;
2024-11-12T11:20:55;;;440.00;33.54;69.67;;;
2024-11-12T11:20:57;;0.00;;;;50.00;29.53;0.00
2024-11-12T11:25:51;;;443.00;33.40;69.42;;;
2024-11-12T11:25:53;;;;;;46.00;29.53;
2024-11-12T11:30:55;0.14;;;;;;;
2024-11-12T11:30:57;;;445.00;33.43;69.44;;;
2024-11-12T11:30:59;;0.00;;;;46.00;29.54;0.00
2024-11-12T11:35:51;;;428.00;33.53;69.49;;;
2024-11-12T11:35:53;;;;;;46.00;29.54;
2024-11-12T11:40:55;;;428.00;33.53;69.51;;;
2024-11-12T11:40:57;;0.00;;;;46.00;29.55;0.00
2024-11-12T11:45:51;;;444.00;33.38;69.44;;;
2024-11-12T11:45:53;;;;;;54.00;29.55;
2024-11-12T11:50:55;0.14;;;;;;;
2024-11-12T11:50:57;;;434.00;33.26;69.40;;;
2024-11-12T11:50:59;;0.00;;;;46.00;29.55;0.00
2024-11-12T11:55:50;;;454.00;33.19;69.44;;;
2024-11-12T11:55:52;;;;;;46.00;29.55;
2024-11-12T12:00:55;;;465.00;33.07;69.17;;;
2024-11-12T12:00:57;;0.00;;;;50.00;29.56;0.00
2024-11-12T12:05:51;;;470.00;33.23;69.33;;;
2024-11-12T12:05:53;;;;;;59.00;29.56;
2024-11-12T12:10:55;0.19;;;;;;;
2024-11-12T12:10:57;;;479.00;33.14;69.39;;;
2024-11-12T12:10:59;;0.00;;;;63.00;29.57;0.00
2024-11-12T12:15:51;;;465.00;33.11;69.33;;;
2024-11-12T12:15:53;;;;;;58.00;29.57;
2024-11-12T12:20:55;;;455.00;33.01;69.42;;;
2024-11-12T12:20:57;;0.00;;;;46.00;29.57;0.00
2024-11-12T12:25:51;;;434.00;32.93;69.39;;;
2024-11-12T12:25:53;;;;;;46.00;29.57;
2024-11-12T12:30:56;0.19;;;;;;;
2024-11-12T12:30:58;;;461.00;33.04;69.44;;;
2024-11-12T12:31;;0.00;;;;46.00;29.58;0.00
2024-11-12T12:35:51;;;465.00;32.87;69.44;;;
2024-11-12T12:35:53;;;;;;54.00;29.58;
2024-11-12T12:40:54;;;448.00;32.96;69.10;;;
2024-11-12T12:40:56;;0.00;;;;61.00;29.59;0.00
2024-11-12T12:45:51;;;454.00;32.92;69.33;;;
2024-11-12T12:45:53;;;;;;63.00;29.59;
2024-11-12T12:50:55;0.19;;;;;;;
2024-11-12T12:50:57;;;459.00;32.93;69.21;;;
2024-11-12T12:50:59;;0.00;;;;72.00;29.60;0.00
2024-11-12T12:55:50;;;447.00;32.95;69.42;;;
2024-11-12T12:55:52;;;;;;59.00;29.60;
2024-11-12T13:00:55;;;456.00;33.00;69.49;;;
2024-11-12T13:00:57;;0.00;;;;61.00;29.62;0.00
2024-11-12T13:05:51;;;481.00;32.85;69.44;;;
2024-11-12T13:05:53;;;;;;76.00;29.62;
2024-11-12T13:10:55;0.24;;;;;;;
2024-11-12T13:10:57;;;455.00;32.82;69.39;;;
2024-11-12T13:10:59;;0.00;;;;61.00;29.63;0.00
2024-11-12T13:15:51;;;446.00;32.75;69.33;;;
2024-11-12T13:15:53;;;;;;76.00;29.63;
2024-11-12T13:20:55;;;434.00;32.54;69.33;;;
2024-11-12T13:20:57;;0.00;;;;71.00;29.63;0.00
2024-11-12T13:25:50;;;435.00;32.42;69.51;;;
2024-11-12T13:25:52;;;;;;71.00;29.63;
2024-11-12T13:30:55;0.24;;;;;;;
2024-11-12T13:30:57;;;459.00;32.22;69.39;;;
2024-11-12T13:30:59;;0.00;;;;78.00;29.64;0.00
2024-11-12T13:35:51;;;467.00;32.06;69.33;;;
2024-11-12T13:35:53;;;;;;86.00;29.64;
2024-11-12T13:40:55;;;456.00;31.85;69.44;;;
2024-11-12T13:40:57;;0.00;;;;80.00;29.64;0.00
2024-11-12T13:45:51;;;431.00;31.56;69.21;;;
2024-11-12T13:45:53;;;;;;86.00;29.65;
2024-11-12T13:50:55;0.24;;;;;;;
2024-11-12T13:50:57;;;437.00;31.21;69.44;;;
2024-11-12T13:50:59;;0.00;;;;71.00;29.65;0.00
2024-11-12T13:55:51;;;456.00;31.03;69.21;;;
2024-11-12T13:55:53;;;;;;80.00;29.66;
2024-11-12T14:00:54;;;463.00;30.99;69.33;;;
2024-11-12T14:00:56;;0.00;;;;82.00;29.66;0.00
2024-11-12T14:05:51;;;447.00;30.78;69.42;;;
2024-11-12T14:05:53;;;;;;93.00;29.66;
2024-11-12T14:10:55;0.19;;;;;;;
2024-11-12T14:10:57;;;427.00;30.65;69.44;;;
2024-11-12T14:10:59;;0.00;;;;91.00;29.66;0.00
2024-11-12T14:15:50;;;425.00;30.48;69.39;;;
2024-11-12T14:15:52;;;;;;89.00;29.67;
2024-11-12T14:20:55;;;433.00;30.43;69.21;;;
2024-11-12T14:20:57;;0.00;;;;80.00;29.67;0.00
2024-11-12T14:25:51;;;441.00;30.16;69.44;;;
2024-11-12T14:25:53;;;;;;72.00;29.67;
2024-11-12T14:30:54;0.19;;;;;;;
2024-11-12T14:30:56;;;451.00;30.25;69.46;;;
2024-11-12T14:30:58;;0.00;;;;89.00;29.67;0.00
2024-11-12T14:35:53;;;431.00;29.97;69.51;;;
2024-11-12T14:35:55;;;;;;82.00;29.67;
2024-11-12T14:40:57;;;415.00;29.79;69.67;;;
2024-11-12T14:40:59;;0.00;;;;80.00;29.67;0.00
2024-11-12T14:45:51;;;422.00;29.73;69.39;;;
2024-11-12T14:45:53;;;;;;82.00;29.67;
2024-11-12T14:50:56;0.19;;;;;;;
2024-11-12T14:50:58;;;451.00;29.63;69.49;;;
2024-11-12T14:51;;0.00;;;;84.00;29.68;0.00
2024-11-12T14:55:52;;;467.00;29.53;69.49;;;
2024-11-12T14:55:54;;;;;;86.00;29.68;
2024-11-12T15:00:55;;;454.00;29.35;69.62;;;
2024-11-12T15:00:57;;0.00;;;;89.00;29.68;0.00
2024-11-12T15:05:52;;;501.00;28.70;69.67;;;
2024-11-12T15:05:54;;;;;;88.00;29.68;
2024-11-12T15:10:56;0.19;;;;;;;
2024-11-12T15:10:58;;;509.00;28.36;69.44;;;
2024-11-12T15:11;;0.00;;;;95.00;29.69;0.00
2024-11-12T15:15:51;;;515.00;28.09;69.33;;;
2024-11-12T15:15:53;;;;;;93.00;29.69;
2024-11-12T15:20:56;;;548.00;27.60;69.44;;;
2024-11-12T15:20:58;;0.00;;;;135.00;29.69;0.00
2024-11-12T15:25:52;;;532.00;27.29;69.57;;;
2024-11-12T15:25:54;;;;;;84.00;29.70;
2024-11-12T15:30:56;0.19;;;;;;;
2024-11-12T15:30:58;;;504.00;26.91;69.33;;;
2024-11-12T15:31;;0.00;;;;84.00;29.71;0.00
2024-11-12T15:35:52;;;479.00;26.89;69.46;;;
2024-11-12T15:35:54;;;;;;95.00;29.71;
2024-11-12T15:40:57;;;491.00;27.10;69.42;;;
2024-11-12T15:40:59;;0.00;;;;119.00;29.71;0.00
2024-11-12T15:45:51;;;515.00;27.10;69.55;;;
2024-11-12T15:45:53;;;;;;89.00;29.71;
2024-11-12T15:50:55;0.19;;;;;;;
2024-11-12T15:50:57;;;542.00;27.06;69.91;;;
2024-11-12T15:50:59;;0.00;;;;138.00;29.72;0.00
2024-11-12T15:55:52;;;543.00;26.95;69.91;;;
2024-11-12T15:55:54;;;;;;198.00;29.72;
2024-11-12T16:00:56;;;551.00;26.81;69.91;;;
2024-11-12T16:00:58;;0.00;;;;205.00;29.72;0.00
2024-11-12T16:05:52;;;579.00;26.54;69.67;;;
2024-11-12T16:05:54;;;;;;150.00;29.72;
2024-11-12T16:10:57;0.19;;;;;;;
2024-11-12T16:10:59;;;566.00;26.51;69.91;;;
2024-11-12T16:11:01;;0.00;;;;256.00;29.72;0.00
2024-11-12T16:15:52;;;562.00;26.54;69.91;;;
2024-11-12T16:15:54;;;;;;198.00;29.73;
2024-11-12T16:20:55;;;558.00;26.35;69.94;;;
2024-11-12T16:20:57;;0.00;;;;232.00;29.73;0.00
2024-11-12T16:25:52;;;548.00;26.25;69.87;;;
2024-11-12T16:25:54;;;;;;172.00;29.73;
2024-11-12T16:30:56;0.19;;;;;;;
2024-11-12T16:30:58;;;544.00;26.00;70.00;;;
2024-11-12T16:31;;0.00;;;;229.00;29.73;0.00
2024-11-12T16:35:51;;;510.00;25.80;70.00;;;
2024-11-12T16:35:53;;;;;;201.00;29.74;
2024-11-12T16:40:56;;;512.00;25.67;69.94;;;
2024-11-12T16:40:58;;0.00;;;;232.00;29.74;0.00
2024-11-12T16:45:52;;;551.00;25.75;69.94;;;
2024-11-12T16:45:54;;;;;;236.00;29.73;
2024-11-12T16:50:55;0.19;;;;;;;
2024-11-12T16:50:57;;;570.00;25.34;70.11;;;
2024-11-12T16:50:59;;0.00;;;;239.00;29.74;0.00
2024-11-12T16:55:51;;;547.00;25.26;69.91;;;
2024-11-12T16:55:53;;;;;;184.00;29.74;
2024-11-12T17:00:56;;;503.00;24.97;69.91;;;
2024-11-12T17:00:58;;0.00;;;;201.00;29.74;0.00
2024-11-12T17:05:51;;;490.00;24.89;69.67;;;
2024-11-12T17:05:53;;;;;;208.00;29.74;
2024-11-12T17:10:56;0.19;;;;;;;
2024-11-12T17:10:58;;;468.00;25.02;69.91;;;
2024-11-12T17:11;;0.00;;;;215.00;29.74;0.00
2024-11-12T17:15:52;;;455.00;25.14;69.91;;;
2024-11-12T17:15:54;;;;;;256.00;29.74;
2024-11-12T17:20:55;;;451.00;25.03;69.78;;;
2024-11-12T17:20:57;;0.00;;;;322.00;29.75;0.00
2024-11-12T17:25:51;;;442.00;24.67;69.91;;;
2024-11-12T17:25:53;;;;;;208.00;29.74;
2024-11-12T17:30:56;0.19;;;;;;;
2024-11-12T17:30:58;;;473.00;24.60;69.91;;;
2024-11-12T17:31;;0.00;;;;148.00;29.75;0.00
2024-11-12T17:35:52;;;473.00;24.56;69.91;;;
2024-11-12T17:35:54;;;;;;205.00;29.75;
2024-11-12T17:40:56;;;439.00;24.81;69.91;;;
2024-11-12T17:40:58;;0.00;;;;212.00;29.75;0.00
2024-11-12T17:45:52;;;440.00;24.60;69.67;;;
2024-11-12T17:45:54;;;;;;229.00;29.76;
2024-11-12T17:50:56;0.19;;;;;;;
2024-11-12T17:50:58;;;465.00;24.67;70.07;;;
2024-11-12T17:51;;0.00;;;;239.00;29.76;0.00
2024-11-12T17:55:51;;;472.00;24.61;70.36;;;
2024-11-12T17:55:53;;;;;;287.00;29.76;
2024-11-12T18:00:56;;;482.00;24.38;69.67;;;
2024-11-12T18:00:58;;0.00;;;;118.00;29.76;0.00
2024-11-12T18:05:52;;;488.00;24.61;69.21;;;
2024-11-12T18:05:54;;;;;;219.00;29.76;
2024-11-12T18:10:56;0.19;;;;;;;
2024-11-12T18:10:58;;;485.00;24.66;69.24;;;
2024-11-12T18:11;;0.00;;;;232.00;29.76;0.00
2024-11-12T18:15:53;;;521.00;24.11;69.06;;;
2024-11-12T18:15:55;;;;;;84.00;29.77;
2024-11-12T18:20:58;;;513.00;24.18;69.22;;;
2024-11-12T18:21;;0.00;;;;65.00;29.77;0.00
2024-11-12T18:25:52;;;501.00;24.14;69.03;;;
2024-11-12T18:25:54;;;;;;72.00;29.77;
2024-11-12T18:30:57;0.19;;;;;;;
2024-11-12T18:30:59;;;515.00;24.15;68.99;;;
2024-11-12T18:31:01;;0.00;;;;106.00;29.78;0.00
2024-11-12T18:35:54;;;511.00;23.90;68.99;;;
2024-11-12T18:35:56;;;;;;71.00;29.78;
2024-11-12T18:40:57;;;522.00;24.08;68.88;;;
2024-11-12T18:40:59;;0.00;;;;59.00;29.78;0.00
2024-11-12T18:45:52;;;570.00;24.11;69.10;;;
2024-11-12T18:45:54;;;;;;56.00;29.79;
2024-11-12T18:50:57;0.19;;;;;;;
2024-11-12T18:50:59;;;582.00;23.99;68.77;;;
2024-11-12T18:51:01;;0.00;;;;46.00;29.79;0.00
2024-11-12T18:55:53;;;555.00;24.05;68.99;;;
2024-11-12T18:55:55;;;;;;54.00;29.79;
2024-11-12T19:00:57;;;515.00;23.89;68.99;;;
2024-11-12T19:00:59;;0.00;;;;59.00;29.79;0.00
2024-11-12T19:05:53;;;494.00;23.81;68.99;;;
2024-11-12T19:05:55;;;;;;58.00;29.79;
2024-11-12T19:10:56;0.19;;;;;;;
2024-11-12T19:10:58;;;487.00;23.78;68.99;;;
2024-11-12T19:11;;0.00;;;;80.00;29.80;0.00
2024-11-12T19:15:53;;;461.00;23.72;68.88;;;
2024-11-12T19:15:55;;;;;;80.00;29.80;
2024-11-12T19:20:58;;;462.00;23.75;68.99;;;
2024-11-12T19:21;;0.00;;;;97.00;29.81;0.00
2024-11-12T19:25:53;;;452.00;23.73;69.21;;;
2024-11-12T19:25:55;;;;;;123.00;29.81;
2024-11-12T19:30:57;0.19;;;;;;;
2024-11-12T19:30:59;;;452.00;23.72;68.99;;;
2024-11-12T19:31:01;;0.00;;;;125.00;29.81;0.00
2024-11-12T19:35:53;;;499.00;23.92;69.21;;;
2024-11-12T19:35:55;;;;;;153.00;29.82;
2024-11-12T19:40:57;;;545.00;23.84;69.44;;;
2024-11-12T19:40:59;;0.00;;;;133.00;29.82;0.00
2024-11-12T19:45:53;;;534.00;23.94;69.21;;;
2024-11-12T19:45:55;;;;;;169.00;29.83;
2024-11-12T19:50:58;0.19;;;;;;;
2024-11-12T19:51;;;540.00;23.95;69.04;;;
2024-11-12T19:51:02;;0.00;;;;273.00;29.84;0.00
2024-11-12T19:55:53;;;550.00;24.06;69.46;;;
2024-11-12T19:55:55;;;;;;253.00;29.83;
2024-11-12T20:00:57;;;544.00;23.88;69.67;;;
2024-11-12T20:00:59;;0.00;;;;152.00;29.83;0.00
2024-11-12T20:05:53;;;538.00;23.55;69.55;;;
2024-11-12T20:05:55;;;;;;114.00;29.84;
2024-11-12T20:10:58;0.19;;;;;;;
2024-11-12T20:11;;;509.00;23.63;69.33;;;
2024-11-12T20:11:02;;0.00;;;;129.00;29.85;0.00
2024-11-12T20:15:53;;;502.00;23.75;69.66;;;
2024-11-12T20:15:55;;;;;;166.00;29.85;
2024-11-12T20:20:57;;;495.00;23.82;69.67;;;
2024-11-12T20:20:59;;0.00;;;;172.00;29.86;0.00
2024-11-12T20:25:53;;;468.00;23.82;69.91;;;
2024-11-12T20:25:55;;;;;;170.00;29.86;
2024-11-12T20:30:57;0.19;;;;;;;
2024-11-12T20:30:59;;;460.00;23.69;70.12;;;
2024-11-12T20:31:01;;0.00;;;;142.00;29.86;0.00
2024-11-12T20:35:52;;;467.00;23.72;70.25;;;
2024-11-12T20:35:54;;;;;;161.00;29.87;
2024-11-12T20:40:57;;;492.00;23.68;70.39;;;
2024-11-12T20:40:59;;0.00;;;;165.00;29.87;0.00
2024-11-12T20:45:53;;;483.00;23.58;70.81;;;
2024-11-12T20:45:55;;;;;;161.00;29.88;
2024-11-12T20:50:57;0.19;;;;;;;
2024-11-12T20:50:59;;;448.00;23.58;70.81;;;
2024-11-12T20:51:01;;0.00;;;;163.00;29.88;0.00
2024-11-12T20:55:53;;;456.00;23.58;70.81;;;
2024-11-12T20:55:55;;;;;;166.00;29.88;
2024-11-12T21:00:56;;;458.00;23.49;71.02;;;
2024-11-12T21:00:58;;0.00;;;;166.00;29.89;0.00
2024-11-12T21:05:53;;;444.00;23.49;71.02;;;
2024-11-12T21:05:55;;;;;;176.00;29.90;
2024-11-12T21:10:58;0.14;;;;;;;
2024-11-12T21:11;;;444.00;23.35;71.02;;;
2024-11-12T21:11:02;;0.00;;;;166.00;29.90;0.00
2024-11-12T21:15:53;;;453.00;23.59;70.90;;;
2024-11-12T21:15:55;;;;;;184.00;29.91;
2024-11-12T21:20:57;;;457.00;23.58;70.81;;;
2024-11-12T21:20:59;;0.00;;;;232.00;29.91;0.00
2024-11-12T21:25:55;;;486.00;22.88;70.81;;;
2024-11-12T21:25:57;;;;;;138.00;29.91;
2024-11-12T21:30:58;0.14;;;;;;;
2024-11-12T21:31;;;508.00;22.97;70.36;;;
2024-11-12T21:31:02;;0.00;;;;174.00;29.91;0.00
2024-11-12T21:35:53;;;487.00;22.85;69.78;;;
2024-11-12T21:35:55;;;;;;181.00;29.92;
2024-11-12T21:40:57;;;490.00;23.03;69.69;;;
2024-11-12T21:40:59;;0.00;;;;212.00;29.93;0.00
2024-11-12T21:45:54;;;474.00;23.05;69.67;;;
2024-11-12T21:45:56;;;;;;222.00;29.93;
2024-11-12T21:50:58;0.14;;;;;;;
2024-11-12T21:51;;;475.00;23.20;69.21;;;
2024-11-12T21:51:02;;0.00;;;;315.00;29.94;0.00
2024-11-12T21:55:54;;;494.00;23.18;69.39;;;
2024-11-12T21:55:56;;;;;;195.00;29.94;
2024-11-12T22:00:58;;;502.00;22.99;69.28;;;
2024-11-12T22:01;;0.00;;;;138.00;29.95;0.00
2024-11-12T22:05:54;;;504.00;22.94;69.01;;;
2024-11-12T22:05:56;;;;;;148.00;29.95;
2024-11-12T22:10:58;0.14;;;;;;;
2024-11-12T22:11;;;507.00;23.05;68.99;;;
2024-11-12T22:11:02;;0.00;;;;152.00;29.95;0.00
2024-11-12T22:15:54;;;533.00;22.89;68.99;;;
2024-11-12T22:15:56;;;;;;133.00;29.96;
2024-11-12T22:20:58;;;524.00;22.73;68.99;;;
2024-11-12T22:21;;0.00;;;;163.00;29.96;0.00
2024-11-12T22:25:54;;;534.00;22.88;68.65;;;
2024-11-12T22:25:56;;;;;;161.00;29.96;
2024-11-12T22:30:59;0.14;;;;;;;
2024-11-12T22:31:01;;;521.00;22.65;68.88;;;
2024-11-12T22:31:03;;0.00;;;;163.00;29.97;0.00
2024-11-12T22:35:54;;;521.00;22.68;68.58;;;
2024-11-12T22:35:56;;;;;;161.00;29.97;
2024-11-12T22:40:58;;;533.00;22.53;68.83;;;
2024-11-12T22:41;;0.00;;;;277.00;29.97;0.00
2024-11-12T22:45:54;;;524.00;22.43;68.56;;;
2024-11-12T22:45:56;;;;;;264.00;29.98;
2024-11-12T22:50:58;0.14;;;;;;;
2024-11-12T22:51;;;505.00;22.21;68.56;;;
2024-11-12T22:51:02;;0.00;;;;222.00;29.98;0.00
2024-11-12T22:55:54;;;469.00;22.46;68.52;;;
2024-11-12T22:55:56;;;;;;267.00;29.98;
2024-11-12T23:00:58;;;463.00;22.63;68.54;;;
2024-11-12T23:01;;0.00;;;;222.00;29.99;0.00
2024-11-12T23:05:54;;;465.00;22.60;68.99;;;
2024-11-12T23:05:56;;;;;;298.00;29.98;
2024-11-12T23:10:58;0.14;;;;;;;
2024-11-12T23:11;;;471.00;22.70;68.99;;;
2024-11-12T23:11:02;;0.00;;;;242.00;29.99;0.00
2024-11-12T23:15:54;;;478.00;22.49;68.99;;;
2024-11-12T23:15:56;;;;;;232.00;29.99;
2024-11-12T23:20:58;;;462.00;22.55;68.99;;;
2024-11-12T23:21;;0.00;;;;239.00;29.99;0.00
2024-11-12T23:25:54;;;449.00;22.74;68.88;;;
2024-11-12T23:25:56;;;;;;229.00;30.00;
2024-11-12T23:30:58;0.14;;;;;;;
2024-11-12T23:31;;;441.00;22.76;68.77;;;
2024-11-12T23:31:02;;0.00;;;;212.00;30.00;0.00
2024-11-12T23:35:54;;;438.00;22.67;68.59;;;
2024-11-12T23:35:56;;;;;;205.00;30.00;
2024-11-12T23:40:58;;;434.00;22.67;68.58;;;
2024-11-12T23:41;;0.00;;;;225.00;30.00;0.00
2024-11-12T23:45:54;;;441.00;22.73;68.54;;;
2024-11-12T23:45:56;;;;;;205.00;30.00;
2024-11-12T23:50:59;0.14;;;;;;;
2024-11-12T23:51:01;;;436.00;22.71;68.59;;;
2024-11-12T23:51:03;;0.00;;;;181.00;30.00;0.00
2024-11-12T23:55:54;;;441.00;22.67;68.59;;;
2024-11-12T23:55:56;;;;;;176.00;30.00;
2024-11-13T00:00:58;;;458.00;22.64;68.77;;;
2024-11-13T00:01;;0.00;;;;172.00;30.01;0.00
2024-11-13T00:05:54;;;467.00;22.74;68.52;;;
2024-11-13T00:05:56;;;;;;157.00;30.01;
2024-11-13T00:10:58;0.19;;;;;;;
2024-11-13T00:11;;;480.00;22.32;68.65;;;
2024-11-13T00:11:02;;3.00;;;;322.00;30.01;0.00
2024-11-13T00:15:54;;;500.00;22.22;68.92;;;
2024-11-13T00:15:56;;;;;;445.00;30.01;
2024-11-13T00:20:57;;;551.00;21.95;68.65;;;
2024-11-13T00:20:59;;7.00;;;;421.00;30.01;1.00
2024-11-13T00:25:55;;;559.00;22.07;68.54;;;
2024-11-13T00:25:57;;;;;;339.00;30.02;
2024-11-13T00:30:59;0.19;;;;;;;
2024-11-13T00:31:01;;;503.00;21.94;68.77;;;
2024-11-13T00:31:03;;1.00;;;;304.00;30.02;0.00
2024-11-13T00:35:53;;;480.00;22.07;68.88;;;
2024-11-13T00:35:55;;;;;;339.00;30.02;
2024-11-13T00:40:58;;;485.00;22.07;68.77;;;
2024-11-13T00:41;;0.00;;;;342.00;30.02;0.00
2024-11-13T00:45:55;;;481.00;22.00;68.77;;;
2024-11-13T00:45:57;;;;;;301.00;30.03;
2024-11-13T00:50:59;0.19;;;;;;;
2024-11-13T00:51:01;;;488.00;22.16;68.77;;;
2024-11-13T00:51:03;;0.00;;;;332.00;30.03;0.00
2024-11-13T00:55:55;;;469.00;22.12;68.52;;;
2024-11-13T00:55:57;;;;;;315.00;30.03;
2024-11-13T01:00:59;;;461.00;21.98;68.54;;;
2024-11-13T01:01:01;;0.00;;;;277.00;30.03;0.00
2024-11-13T01:05:54;;;483.00;21.99;68.54;;;
2024-11-13T01:05:56;;;;;;219.00;30.03;
2024-11-13T01:10:59;0.19;;;;;;;
2024-11-13T01:11:01;;;463.00;22.00;68.56;;;
2024-11-13T01:11:03;;0.00;;;;239.00;30.04;0.00
2024-11-13T01:15:55;;;453.00;21.94;68.31;;;
2024-11-13T01:15:57;;;;;;208.00;30.04;
2024-11-13T01:20:59;;;465.00;22.03;68.41;;;
