recorded;RADON_SHORT_TERM_AVG pCi/L;PM2_5 μg/m3;CO2 ppm;HUMIDITY %;TEMP °F;VOC ppb;PRESSURE inHg;PM1 μg/m3
2024-11-13T15:41:04;;0.00;;;;284.00;30.32;0.00
2024-11-13T15:45:59;;;496.00;18.50;66.29;;;
2024-11-13T15:46:01;;;;;;129.00;30.31;
2024-11-13T15:51:03;0.11;;;;;;;
2024-11-13T15:51:05;;;532.00;18.41;66.74;;;
2024-11-13T15:51:07;;0.00;;;;106.00;30.31;0.00
2024-11-13T15:55:58;;;525.00;18.23;66.76;;;
2024-11-13T15:56;;;;;;165.00;30.31;
2024-11-13T16:01:03;;;509.00;18.47;66.74;;;
2024-11-13T16:01:05;;0.00;;;;176.00;30.31;0.00
2024-11-13T16:05:59;;;492.00;18.05;67.19;;;
2024-11-13T16:06:01;;;;;;181.00;30.30;
2024-11-13T16:11:03;0.11;;;;;;;
2024-11-13T16:11:05;;;516.00;17.81;67.41;;;
2024-11-13T16:11:07;;0.00;;;;259.00;30.30;0.00
2024-11-13T16:15:59;;;530.00;18.00;67.42;;;
2024-11-13T16:16:01;;;;;;301.00;30.30;
2024-11-13T16:21:03;;;535.00;17.87;67.30;;;
2024-11-13T16:21:05;;0.00;;;;264.00;30.30;0.00
2024-11-13T16:25:58;;;526.00;17.90;67.62;;;
2024-11-13T16:26;;;;;;339.00;30.30;
2024-11-13T16:31:03;0.11;;;;;;;
2024-11-13T16:31:05;;;513.00;18.12;67.60;;;
2024-11-13T16:31:07;;0.00;;;;414.00;30.30;0.00
2024-11-13T16:35:59;;;495.00;18.06;67.53;;;
2024-11-13T16:36:01;;;;;;397.00;30.30;
2024-11-13T16:41:03;;;495.00;18.11;67.19;;;
2024-11-13T16:41:05;;0.00;;;;414.00;30.29;0.00
2024-11-13T16:45:58;;;504.00;18.07;67.24;;;
2024-11-13T16:46;;;;;;407.00;30.29;
2024-11-13T16:51:03;0.11;;;;;;;
2024-11-13T16:51:05;;;499.00;18.01;67.21;;;
2024-11-13T16:51:07;;0.00;;;;370.00;30.29;0.00
2024-11-13T16:55:59;;;484.00;17.98;67.24;;;
2024-11-13T16:56:01;;;;;;332.00;30.29;
2024-11-13T17:01:02;;;472.00;18.04;67.19;;;
2024-11-13T17:01:04;;0.00;;;;376.00;30.29;0.00
2024-11-13T17:06;;;486.00;18.20;67.24;;;
2024-11-13T17:06:02;;;;;;380.00;30.29;
2024-11-13T17:11:04;0.19;;;;;;;
2024-11-13T17:11:06;;;501.00;18.02;67.19;;;
2024-11-13T17:11:08;;0.00;;;;376.00;30.28;0.00
2024-11-13T17:15:58;;;519.00;18.07;67.19;;;
2024-11-13T17:16;;;;;;404.00;30.28;
2024-11-13T17:21:03;;;496.00;17.90;67.19;;;
2024-11-13T17:21:05;;0.00;;;;359.00;30.28;0.00
2024-11-13T17:25:59;;;473.00;17.94;67.19;;;
2024-11-13T17:26:01;;;;;;397.00;30.28;
2024-11-13T17:31:02;0.19;;;;;;;
2024-11-13T17:31:04;;;476.00;17.84;67.19;;;
2024-11-13T17:31:06;;0.00;;;;404.00;30.28;0.00
2024-11-13T17:35:59;;;463.00;17.77;67.01;;;
2024-11-13T17:36:01;;;;;;411.00;30.28;
2024-11-13T17:41:03;;;470.00;17.77;67.19;;;
2024-11-13T17:41:05;;0.00;;;;380.00;30.28;0.00
2024-11-13T17:45:59;;;494.00;17.82;66.78;;;
2024-11-13T17:46:01;;;;;;397.00;30.28;
2024-11-13T17:51:04;0.19;;;;;;;
2024-11-13T17:51:06;;;499.00;17.71;67.08;;;
2024-11-13T17:51:08;;0.00;;;;421.00;30.28;0.00
2024-11-13T17:56;;;496.00;17.64;67.19;;;
2024-11-13T17:56:02;;;;;;387.00;30.27;
2024-11-13T18:01:03;;;503.00;17.61;66.78;;;
2024-11-13T18:01:05;;0.00;;;;345.00;30.27;0.00
2024-11-13T18:06;;;505.00;17.66;66.97;;;
2024-11-13T18:06:02;;;;;;345.00;30.27;
2024-11-13T18:11:04;0.24;;;;;;;
2024-11-13T18:11:06;;;487.00;16.93;67.19;;;
2024-11-13T18:11:08;;0.00;;;;281.00;30.27;0.00
2024-11-13T18:16;;;483.00;16.52;67.24;;;
2024-11-13T18:16:02;;;;;;273.00;30.27;
2024-11-13T18:21:04;;;463.00;16.29;67.53;;;
2024-11-13T18:21:06;;0.00;;;;325.00;30.27;0.00
2024-11-13T18:26;;;450.00;16.67;67.66;;;
2024-11-13T18:26:02;;;;;;342.00;30.27;
2024-11-13T18:31:04;0.24;;;;;;;
2024-11-13T18:31:06;;;486.00;16.58;67.87;;;
2024-11-13T18:31:08;;0.00;;;;390.00;30.26;0.00
2024-11-13T18:35:59;;;519.00;16.40;67.87;;;
2024-11-13T18:36:01;;;;;;404.00;30.26;
2024-11-13T18:41:04;;;526.00;16.51;67.87;;;
2024-11-13T18:41:06;;0.00;;;;414.00;30.26;0.00
2024-11-13T18:45:59;;;494.00;16.51;67.98;;;
2024-11-13T18:46:01;;;;;;435.00;30.26;
2024-11-13T18:51:03;0.24;;;;;;;
2024-11-13T18:51:05;;;466.00;16.37;67.87;;;
2024-11-13T18:51:07;;0.00;;;;445.00;30.26;0.00
2024-11-13T18:56;;;477.00;16.46;67.86;;;
2024-11-13T18:56:02;;;;;;459.00;30.26;
2024-11-13T19:01:04;;;488.00;16.49;67.98;;;
2024-11-13T19:01:06;;0.00;;;;497.00;30.25;0.00
2024-11-13T19:05:59;;;486.00;16.45;68.11;;;
2024-11-13T19:06:01;;;;;;520.00;30.26;
2024-11-13T19:11:04;0.24;;;;;;;
2024-11-13T19:11:06;;;496.00;16.51;68.31;;;
2024-11-13T19:11:08;;0.00;;;;476.00;30.26;0.00
2024-11-13T19:16;;;499.00;16.56;68.07;;;
2024-11-13T19:16:02;;;;;;470.00;30.26;
2024-11-13T19:21:03;;;503.00;16.45;67.87;;;
2024-11-13T19:21:05;;0.00;;;;470.00;30.26;0.00
2024-11-13T19:26;;;487.00;16.40;68.20;;;
2024-11-13T19:26:02;;;;;;445.00;30.26;
2024-11-13T19:31:04;0.24;;;;;;;
2024-11-13T19:31:06;;;442.00;16.30;68.14;;;
2024-11-13T19:31:08;;0.00;;;;487.00;30.26;0.00
2024-11-13T19:35:59;;;457.00;16.30;68.20;;;
2024-11-13T19:36:01;;;;;;459.00;30.26;
2024-11-13T19:41:04;;;476.00;16.27;68.09;;;
2024-11-13T19:41:06;;0.00;;;;456.00;30.26;0.00
2024-11-13T19:46;;;479.00;16.20;68.09;;;
2024-11-13T19:46:02;;;;;;465.00;30.26;
2024-11-13T19:51:03;0.24;;;;;;;
2024-11-13T19:51:05;;;474.00;16.30;68.09;;;
2024-11-13T19:51:07;;0.00;;;;479.00;30.26;0.00
2024-11-13T19:55:59;;;466.00;16.18;68.43;;;
2024-11-13T19:56:01;;;;;;462.00;30.26;
2024-11-13T20:01:04;;;487.00;16.26;68.43;;;
2024-11-13T20:01:06;;0.00;;;;448.00;30.26;0.00
2024-11-13T20:05:59;;;472.00;16.24;68.54;;;
2024-11-13T20:06:01;;;;;;431.00;30.26;
2024-11-13T20:11:04;0.24;;;;;;;
2024-11-13T20:11:06;;;489.00;16.08;68.77;;;
2024-11-13T20:11:08;;0.00;;;;445.00;30.26;0.00
2024-11-13T20:16;;;489.00;15.99;68.63;;;
2024-11-13T20:16:02;;;;;;445.00;30.26;
2024-11-13T20:21:03;;;496.00;15.98;68.99;;;
2024-11-13T20:21:05;;0.00;;;;462.00;30.26;0.00
2024-11-13T20:25:59;;;503.00;15.83;68.83;;;
2024-11-13T20:26:01;;;;;;456.00;30.27;
2024-11-13T20:31:04;0.24;;;;;;;
2024-11-13T20:31:06;;;471.00;15.58;68.79;;;
2024-11-13T20:31:08;;0.00;;;;459.00;30.26;0.00
2024-11-13T20:35:59;;;479.00;15.76;68.88;;;
2024-11-13T20:36:01;;;;;;431.00;30.26;
2024-11-13T20:41:03;;;467.00;15.59;69.10;;;
2024-11-13T20:41:05;;0.00;;;;470.00;30.26;0.00
2024-11-13T20:46;;;466.00;15.53;69.21;;;
2024-11-13T20:46:02;;;;;;459.00;30.26;
2024-11-13T20:51:04;0.24;;;;;;;
2024-11-13T20:51:06;;;489.00;15.51;69.39;;;
2024-11-13T20:51:08;;0.00;;;;435.00;30.26;0.00
2024-11-13T20:55:59;;;487.00;15.38;69.21;;;
2024-11-13T20:56:01;;;;;;459.00;30.26;
2024-11-13T21:01:04;;;469.00;15.21;69.22;;;
2024-11-13T21:01:06;;0.00;;;;452.00;30.26;0.00
2024-11-13T21:06:01;;;478.00;15.29;69.21;;;
2024-11-13T21:06:03;;;;;;483.00;30.26;
2024-11-13T21:11:05;0.24;;;;;;;
2024-11-13T21:11:07;;;484.00;15.34;69.33;;;
2024-11-13T21:11:09;;0.00;;;;465.00;30.26;0.00
2024-11-13T21:16;;;462.00;14.91;69.04;;;
2024-11-13T21:16:02;;;;;;500.00;30.26;
2024-11-13T21:21:05;;;485.00;14.83;69.22;;;
2024-11-13T21:21:07;;0.00;;;;565.00;30.27;0.00
2024-11-13T21:26;;;521.00;14.88;69.33;;;
2024-11-13T21:26:02;;;;;;556.00;30.26;
2024-11-13T21:31:05;0.24;;;;;;;
2024-11-13T21:31:07;;;497.00;15.08;68.99;;;
2024-11-13T21:31:09;;0.00;;;;508.00;30.26;0.00
2024-11-13T21:36:01;;;461.00;14.96;69.21;;;
2024-11-13T21:36:03;;;;;;538.00;30.26;
2024-11-13T21:41:04;;;471.00;15.01;68.74;;;
2024-11-13T21:41:06;;0.00;;;;534.00;30.26;0.00
2024-11-13T21:46;;;489.00;14.92;68.77;;;
2024-11-13T21:46:02;;;;;;520.00;30.26;
2024-11-13T21:51:05;0.24;;;;;;;
2024-11-13T21:51:07;;;508.00;14.98;68.77;;;
2024-11-13T21:51:09;;0.00;;;;548.00;30.27;0.00
2024-11-13T21:56;;;513.00;14.72;68.77;;;
2024-11-13T21:56:02;;;;;;500.00;30.27;
2024-11-13T22:01:04;;;500.00;14.87;68.54;;;
2024-11-13T22:01:06;;0.00;;;;561.00;30.27;0.00
2024-11-13T22:06:01;;;496.00;14.92;68.31;;;
2024-11-13T22:06:03;;;;;;561.00;30.27;
2024-11-13T22:11:04;0.30;;;;;;;
2024-11-13T22:11:06;;;474.00;14.80;68.11;;;
2024-11-13T22:11:08;;0.00;;;;543.00;30.27;0.00
2024-11-13T22:16;;;487.00;14.82;68.32;;;
2024-11-13T22:16:02;;;;;;512.00;30.27;
2024-11-13T22:21:05;;;487.00;14.79;68.14;;;
2024-11-13T22:21:07;;0.00;;;;500.00;30.27;0.00
2024-11-13T22:26;;;481.00;14.82;68.20;;;
2024-11-13T22:26:02;;;;;;487.00;30.27;
2024-11-13T22:31:04;0.30;;;;;;;
2024-11-13T22:31:06;;;518.00;14.82;68.07;;;
2024-11-13T22:31:08;;0.00;;;;592.00;30.27;0.00
2024-11-13T22:36;;;512.00;14.91;67.87;;;
2024-11-13T22:36:02;;;;;;587.00;30.27;
2024-11-13T22:41:04;;;485.00;14.87;67.96;;;
2024-11-13T22:41:06;;0.00;;;;592.00;30.27;0.00
2024-11-13T22:46;;;485.00;14.90;67.98;;;
2024-11-13T22:46:02;;;;;;623.00;30.27;
2024-11-13T22:51:05;0.30;;;;;;;
2024-11-13T22:51:07;;;490.00;14.74;67.69;;;
2024-11-13T22:51:09;;0.00;;;;650.00;30.27;0.00
2024-11-13T22:56:01;;;484.00;14.85;67.66;;;
2024-11-13T22:56:03;;;;;;597.00;30.27;
2024-11-13T23:01:05;;;463.00;14.73;67.69;;;
2024-11-13T23:01:07;;0.00;;;;619.00;30.27;0.00
2024-11-13T23:06;;;475.00;14.77;67.64;;;
2024-11-13T23:06:02;;;;;;592.00;30.27;
2024-11-13T23:11:05;0.30;;;;;;;
2024-11-13T23:11:07;;;486.00;14.83;67.39;;;
2024-11-13T23:11:09;;0.00;;;;561.00;30.27;0.00
2024-11-13T23:16:01;;;467.00;14.83;67.41;;;
2024-11-13T23:16:03;;;;;;504.00;30.27;
2024-11-13T23:21:05;;;471.00;14.85;67.37;;;
2024-11-13T23:21:07;;0.00;;;;538.00;30.27;0.00
2024-11-13T23:26:01;;;472.00;14.79;67.41;;;
2024-11-13T23:26:03;;;;;;574.00;30.27;
2024-11-13T23:31:05;0.30;;;;;;;
2024-11-13T23:31:07;;;488.00;14.77;67.39;;;
2024-11-13T23:31:09;;0.00;;;;592.00;30.27;0.00
2024-11-13T23:36:01;;;490.00;15.01;67.41;;;
2024-11-13T23:36:03;;;;;;597.00;30.27;
2024-11-13T23:41:06;;;482.00;14.91;67.41;;;
2024-11-13T23:41:08;;0.00;;;;632.00;30.27;0.00
2024-11-13T23:46:01;;;465.00;14.96;67.08;;;
2024-11-13T23:46:03;;;;;;615.00;30.27;
2024-11-13T23:51:05;0.30;;;;;;;
2024-11-13T23:51:07;;;475.00;14.88;67.19;;;
2024-11-13T23:51:09;;0.00;;;;686.00;30.27;0.00
2024-11-13T23:56;;;501.00;14.86;66.97;;;
2024-11-13T23:56:02;;;;;;681.00;30.27;
2024-11-14T00:01:04;;;502.00;15.04;67.19;;;
2024-11-14T00:01:06;;0.00;;;;676.00;30.27;0.00
2024-11-14T00:06;;;509.00;14.99;66.97;;;
2024-11-14T00:06:02;;;;;;721.00;30.27;
2024-11-14T00:11:05;0.19;;;;;;;
2024-11-14T00:11:07;;;516.00;15.01;66.74;;;
2024-11-14T00:11:09;;0.00;;;;726.00;30.27;0.00
2024-11-14T00:16;;;486.00;14.82;66.67;;;
2024-11-14T00:16:02;;;;;;698.00;30.27;
2024-11-14T00:21:04;;;460.00;15.13;66.94;;;
2024-11-14T00:21:06;;0.00;;;;698.00;30.27;0.00
2024-11-14T00:26:02;;;484.00;15.06;66.72;;;
2024-11-14T00:26:04;;;;;;676.00;30.27;
2024-11-14T00:31:06;0.19;;;;;;;
2024-11-14T00:31:08;;;492.00;15.03;66.52;;;
2024-11-14T00:31:11;;1.00;;;;681.00;30.27;1.00
2024-11-14T00:36:01;;;499.00;15.15;66.74;;;
2024-11-14T00:36:03;;;;;;708.00;30.27;
2024-11-14T00:41:05;;;511.00;15.15;66.38;;;
2024-11-14T00:41:07;;1.00;;;;712.00;30.27;1.00
2024-11-14T00:46:01;;;518.00;15.15;66.33;;;
2024-11-14T00:46:03;;;;;;659.00;30.27;
2024-11-14T00:51:05;0.19;;;;;;;
2024-11-14T00:51:07;;;505.00;15.08;66.63;;;
2024-11-14T00:51:09;;0.00;;;;704.00;30.27;0.00
2024-11-14T00:56:01;;;503.00;15.08;66.51;;;
2024-11-14T00:56:03;;;;;;698.00;30.27;
2024-11-14T01:01:05;;;497.00;15.14;66.31;;;
2024-11-14T01:01:07;;0.00;;;;734.00;30.27;0.00
2024-11-14T01:06:01;;;491.00;15.28;66.06;;;
2024-11-14T01:06:03;;;;;;716.00;30.27;
2024-11-14T01:11:05;0.19;;;;;;;
2024-11-14T01:11:07;;;503.00;15.25;66.38;;;
2024-11-14T01:11:09;;0.00;;;;712.00;30.27;0.00
2024-11-14T01:16:01;;;511.00;15.20;66.29;;;
2024-11-14T01:16:03;;;;;;663.00;30.27;
2024-11-14T01:21:05;;;515.00;15.25;66.06;;;
2024-11-14T01:21:07;;0.00;;;;659.00;30.27;0.00
2024-11-14T01:26:02;;;510.00;15.25;65.82;;;
2024-11-14T01:26:04;;;;;;659.00;30.28;
2024-11-14T01:31:07;0.19;;;;;;;
2024-11-14T01:31:09;;;497.00;15.25;66.06;;;
2024-11-14T01:31:11;;0.00;;;;726.00;30.27;0.00
2024-11-14T01:36:01;;;508.00;15.41;66.06;;;
2024-11-14T01:36:03;;;;;;716.00;30.27;
2024-11-14T01:41:05;;;520.00;15.02;65.82;;;
2024-11-14T01:41:07;;1.00;;;;716.00;30.27;0.00
2024-11-14T01:46:01;;;513.00;14.65;65.61;;;
2024-11-14T01:46:03;;;;;;627.00;30.27;
2024-11-14T01:51:05;0.19;;;;;;;
2024-11-14T01:51:07;;;491.00;14.57;65.44;;;
2024-11-14T01:51:09;;0.00;;;;605.00;30.27;0.00
2024-11-14T01:56:01;;;481.00;14.60;65.41;;;
2024-11-14T01:56:03;;;;;;601.00;30.28;
2024-11-14T02:01:05;;;495.00;14.48;65.41;;;
2024-11-14T02:01:07;;0.00;;;;637.00;30.27;0.00
2024-11-14T02:06:01;;;493.00;14.51;65.34;;;
2024-11-14T02:06:03;;;;;;556.00;30.27;
2024-11-14T02:11:05;0.19;;;;;;;
2024-11-14T02:11:07;;;523.00;14.42;65.16;;;
2024-11-14T02:11:09;;0.00;;;;561.00;30.28;0.00
2024-11-14T02:16:01;;;523.00;14.49;65.16;;;
2024-11-14T02:16:03;;;;;;543.00;30.28;
2024-11-14T02:21:05;;;473.00;14.42;65.05;;;
2024-11-14T02:21:07;;0.00;;;;520.00;30.28;0.00
2024-11-14T02:26:01;;;502.00;14.52;64.94;;;
2024-11-14T02:26:03;;;;;;470.00;30.28;
2024-11-14T02:31:05;0.19;;;;;;;
2024-11-14T02:31:07;;;518.00;14.50;64.92;;;
2024-11-14T02:31:09;;1.00;;;;414.00;30.28;1.00
2024-11-14T02:36:02;;;499.00;14.57;64.98;;;
2024-11-14T02:36:04;;;;;;500.00;30.27;
2024-11-14T02:41:06;;;517.00;14.53;65.10;;;
2024-11-14T02:41:08;;0.00;;;;448.00;30.28;0.00
2024-11-14T02:46:01;;;535.00;14.46;64.94;;;
2024-11-14T02:46:03;;;;;;390.00;30.27;
2024-11-14T02:51:06;0.19;;;;;;;
2024-11-14T02:51:08;;;515.00;14.53;65.16;;;
2024-11-14T02:51:10;;0.00;;;;390.00;30.27;0.00
2024-11-14T02:56:01;;;499.00;14.64;64.76;;;
2024-11-14T02:56:03;;;;;;459.00;30.27;
2024-11-14T03:01:05;;;496.00;14.48;64.81;;;
2024-11-14T03:01:07;;0.00;;;;335.00;30.27;0.00
2024-11-14T03:06:01;;;495.00;14.68;64.81;;;
2024-11-14T03:06:03;;;;;;267.00;30.27;
2024-11-14T03:11:05;0.19;;;;;;;
2024-11-14T03:11:07;;;509.00;14.65;64.65;;;
2024-11-14T03:11:09;;0.00;;;;362.00;30.27;0.00
2024-11-14T03:16:02;;;479.00;14.68;64.58;;;
2024-11-14T03:16:04;;;;;;384.00;30.27;
2024-11-14T03:21:05;;;471.00;14.63;64.69;;;
2024-11-14T03:21:08;;0.00;;;;225.00;30.27;0.00
2024-11-14T03:26:01;;;470.00;14.73;64.58;;;
2024-11-14T03:26:03;;;;;;157.00;30.26;
2024-11-14T03:31:05;0.19;;;;;;;
2024-11-14T03:31:07;;;474.00;14.73;64.90;;;
2024-11-14T03:31:09;;0.00;;;;298.00;30.26;0.00
2024-11-14T03:36;;;488.00;14.80;64.94;;;
2024-11-14T03:36:02;;;;;;273.00;30.26;
2024-11-14T03:41:05;;;477.00;14.93;64.47;;;
2024-11-14T03:41:07;;0.00;;;;270.00;30.26;0.00
2024-11-14T03:46:01;;;474.00;14.78;64.45;;;
2024-11-14T03:46:03;;;;;;222.00;30.27;
2024-11-14T03:51:05;0.19;;;;;;;
2024-11-14T03:51:07;;;477.00;14.97;64.36;;;
2024-11-14T03:51:09;;0.00;;;;163.00;30.26;0.00
2024-11-14T03:56:03;;;509.00;14.86;64.69;;;
2024-11-14T03:56:05;;;;;;178.00;30.26;
2024-11-14T04:01:07;;;537.00;14.88;64.58;;;
2024-11-14T04:01:09;;0.00;;;;150.00;30.26;0.00
2024-11-14T04:06:01;;;527.00;14.96;64.42;;;
2024-11-14T04:06:03;;;;;;256.00;30.27;
2024-11-14T04:11:06;0.19;;;;;;;
2024-11-14T04:11:08;;;515.00;15.23;64.47;;;
2024-11-14T04:11:10;;0.00;;;;290.00;30.27;0.00
2024-11-14T04:16:02;;;478.00;15.27;64.47;;;
2024-11-14T04:16:04;;;;;;290.00;30.27;
2024-11-14T04:21:06;;;467.00;15.39;64.49;;;
2024-11-14T04:21:08;;0.00;;;;256.00;30.27;0.00
2024-11-14T04:26:02;;;493.00;15.36;64.94;;;
2024-11-14T04:26:04;;;;;;325.00;30.26;
2024-11-14T04:31:06;0.19;;;;;;;
2024-11-14T04:31:08;;;490.00;15.38;64.87;;;
2024-11-14T04:31:10;;0.00;;;;380.00;30.26;0.00
2024-11-14T04:36:02;;;487.00;15.51;64.94;;;
2024-11-14T04:36:04;;;;;;384.00;30.26;
2024-11-14T04:41:06;;;512.00;15.59;64.94;;;
2024-11-14T04:41:08;;0.00;;;;407.00;30.25;0.00
2024-11-14T04:46:02;;;513.00;15.51;64.60;;;
2024-11-14T04:46:04;;;;;;407.00;30.26;
2024-11-14T04:51:06;0.19;;;;;;;
2024-11-14T04:51:08;;;509.00;15.57;64.87;;;
2024-11-14T04:51:10;;0.00;;;;445.00;30.26;0.00
2024-11-14T04:56:01;;;535.00;15.59;64.74;;;
2024-11-14T04:56:03;;;;;;476.00;30.26;
2024-11-14T05:01:06;;;531.00;15.61;64.58;;;
2024-11-14T05:01:08;;0.00;;;;483.00;30.26;0.00
2024-11-14T05:06:02;;;515.00;15.63;64.72;;;
2024-11-14T05:06:04;;;;;;401.00;30.26;
2024-11-14T05:11:07;0.19;;;;;;;
2024-11-14T05:11:09;;;500.00;15.78;64.87;;;
2024-11-14T05:11:11;;0.00;;;;418.00;30.26;0.00
2024-11-14T05:16:02;;;489.00;15.78;64.72;;;
2024-11-14T05:16:04;;;;;;387.00;30.26;
2024-11-14T05:21:06;;;499.00;15.75;64.94;;;
2024-11-14T05:21:08;;0.00;;;;414.00;30.26;0.00
2024-11-14T05:26:02;;;510.00;15.88;64.98;;;
2024-11-14T05:26:04;;;;;;342.00;30.25;
2024-11-14T05:31:07;0.19;;;;;;;
2024-11-14T05:31:09;;;510.00;15.75;64.94;;;
2024-11-14T05:31:11;;0.00;;;;380.00;30.25;0.00
2024-11-14T05:36:02;;;511.00;15.72;64.69;;;
2024-11-14T05:36:04;;;;;;394.00;30.26;
2024-11-14T05:41:06;;;496.00;15.88;64.94;;;
2024-11-14T05:41:08;;0.00;;;;384.00;30.25;0.00
2024-11-14T05:46:03;;;476.00;15.78;64.92;;;
2024-11-14T05:46:05;;;;;;404.00;30.25;
2024-11-14T05:51:07;0.19;;;;;;;
2024-11-14T05:51:09;;;509.00;15.81;64.94;;;
2024-11-14T05:51:11;;0.00;;;;404.00;30.26;0.00
2024-11-14T05:56:02;;;562.00;15.93;64.81;;;
2024-11-14T05:56:04;;;;;;404.00;30.25;
